market_id,question,yes_prob,volume,liquidity,affects_pharma_supply,source_countries,disruption_level,reasoning,evaluated_at
2313700,"Ethereum Up or Down - May 21, 12:30PM-12:45PM ET",0.505,98.627428,17587.6838,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, logistics, or export controls.",2026-05-21T15:52:04Z
1897040,Will Canada win on 2026-06-12?,0.545,986.034502,12246.3182,FALSE,,NO DISRUPTION,"The event is a sports match (Canada vs. another team) with no direct or indirect implications for pharmaceutical manufacturing, raw material sourcing, or global API/generics supply chains.",2026-05-20T15:31:50Z
2271747,Will Tesla (TSLA) finish week of May 18 above $440?,0.0545,9.86,3133.7643,FALSE,,NO DISRUPTION,"Tesla's stock performance is unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T14:26:14Z
907511,Will Mandela Barnes win the 2026 Wisconsin Governor Democratic primary election?,0.525,9859.107094,5776.5689,FALSE,,NO DISRUPTION,"The Wisconsin Governor Democratic primary is an internal U.S. political election with no direct impact on global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:19:29Z
676842,U.S. enacts AI safety bill before 2027?,0.525,98585.240999,878.4333,TRUE,USA; China; India; Germany; Switzerland; Ireland; Japan; South Korea; Singapore; Israel,SMALL DISRUPTION,"AI safety regulations could impose training/usage restrictions on high-performance AI models used for drug discovery, virtual screening, or supply chain optimization, indirectly delaying R&D pipelines and minorly disrupting generics manufacturing in AI-dependent nations.",2026-05-20T15:20:24Z
2293326,"Will turnout in the 2026 KY-04 Republican Primary be between 100,000 and 110,000 voters?",0.988,9854.913920000005,6153.9368700000005,FALSE,,NO DISRUPTION,"The 2026 KY-04 Republican Primary is an internal U.S. political election with no direct impact on pharmaceutical manufacturing, sourcing, or global supply chains.",2026-05-20T15:19:34Z
2270233,Will Alphabet be the third-largest company in the world by market cap on June 30?,0.13,985.243932,5890.6273,FALSE,,NO DISRUPTION,"Alphabet's market capitalization shift is unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics infrastructure.",2026-05-21T14:26:24Z
1361088,Will Houston Texans win the 2027 NFL AFC Championship?,0.0675,98491.18550799998,49930.8647,FALSE,,NO DISRUPTION,"The 2027 NFL AFC Championship is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:19:56Z
1232504,Will Argentina’s annual inflation in 2026 be between 40% and 44.9%?,0.101,984.4503160000002,1198.44756,TRUE,Argentina; China; India; Brazil; United States,SMALL DISRUPTION,"Hyperinflation in Argentina would weaken local currency (ARS), increase import costs for pharma inputs (e.g., APIs, excipients) from key suppliers (China/India), and delay payments to global suppliers, but lacks direct manufacturing/export capacity loss in core pharma hubs.",2026-05-21T15:09:56Z
2309239,Will the highest temperature in Chicago be between 50-51°F on May 22?,0.006,984.381666,5446.57411,FALSE,,NO DISRUPTION,"Weather conditions in Chicago (e.g., temperature fluctuations) do not impact global pharmaceutical supply chains, manufacturing, or export controls.",2026-05-21T15:10:42Z
2309239,Will the highest temperature in Chicago be between 50-51°F on May 22?,0.006,984.381666,5446.57411,FALSE,,NO DISRUPTION,"Weather conditions in Chicago (e.g., temperature fluctuations) do not impact pharmaceutical supply chains, manufacturing, or global sourcing/export logistics.",2026-05-21T15:11:05Z
1283040,Will the Republican Party win the FL-12 House seat?,0.825,9843.15,5963.0516,FALSE,,NO DISRUPTION,"The FL-12 House seat election in Florida is a domestic U.S. political contest with no direct implications for global pharmaceutical manufacturing, raw material sourcing, or export controls.",2026-05-20T15:20:06Z
2303308,"Will the price of Bitcoin be between $70,000 and $72,000 on May 26?",0.024,98.413275,8923.8506,FALSE,,NO DISRUPTION,"Bitcoin price fluctuations are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:26:30Z
2299797,Will the highest temperature in Jeddah be 34°C on May 21?,0.9975,983.786739,4878.88282,FALSE,,NO DISRUPTION,"Extreme heat in Jeddah (34°C) is unrelated to pharmaceutical supply chain operations, manufacturing, or trade in API/raw materials/finished drugs.",2026-05-21T15:52:10Z
2045085,Will Giuseppe Conte be the next Prime Minister of Italy?,0.085,983.711018,3349.8481,FALSE,,NO DISRUPTION,"Italian political transitions (e.g., Conte’s premiership) are domestic governance shifts with no direct impact on global API/generics manufacturing, export controls, or supply chain logistics.",2026-05-20T15:20:17Z
2278022,Will the price of Solana be between $50 and $60 on May 23?,0.004,983.132,5252.49893,FALSE,,NO DISRUPTION,"Solana (SOL) is a cryptocurrency with no direct or indirect connection to pharmaceutical supply chain manufacturing, raw material sourcing, or logistics.",2026-05-21T14:26:47Z
2312357,"XRP Up or Down - May 21, 8:00AM-12:00PM ET",0.24,982.978557,1132.1218,FALSE,,NO DISRUPTION,"XRP price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:52:15Z
898418,Will Lance Stroll be the 2026 F1 Drivers' Champion?,0.0015,9828986.827972917,830088.5161,FALSE,,NO DISRUPTION,"F1 Drivers' Championship is a sports event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-20T15:23:23Z
2074153,"Will Coinbase Global, Inc. (COIN) hit (LOW) $175 in May?",0.355,9828.827401,613.3155,FALSE,,NO DISRUPTION,"Coinbase Global's stock price volatility is unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:10:13Z
629583,Will the Democrats win the Oregon governor race in 2026?,0.87,9828.564324,5276.0027,FALSE,,NO DISRUPTION,The 2026 Oregon gubernatorial election is a state-level election in a non-pharma-manufacturing or export hub with no direct implications for global API/generics supply chains.,2026-05-20T15:30:49Z
1088678,Will Elina Svitolina win the 2026 Women’s US Open?,0.0255,982.8450999999998,778.29987,FALSE,,NO DISRUPTION,"The 2026 Women’s US Open tennis tournament is a sports event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-20T15:20:34Z
2107314,Will OPEC crude oil production be above 18 million barrels per day in May?,0.115,982.817543,2102.8064,FALSE,,NO DISRUPTION,"OPEC crude oil production levels do not directly impact pharmaceutical supply chain operations, manufacturing, or raw material sourcing for APIs or finished drugs.",2026-05-20T15:20:40Z
2299824,Will the highest temperature in Guangzhou be 31°C or higher on May 21?,0.0095,982.77824,4083.8856,FALSE,,NO DISRUPTION,"Weather conditions in Guangzhou (e.g., heatwaves) are unrelated to pharmaceutical supply chain disruptions, as they do not trigger manufacturing shutdowns, export controls, or trade restrictions in key pharma-sourcing nations.",2026-05-21T15:10:02Z
1107307,US strike on Colombia by December 31?,0.165,982556.1111159992,12824.2673,TRUE,Colombia; Venezuela; Ecuador; Panama; Mexico,SMALL DISRUPTION,"Colombia is a regional hub for pharmaceutical logistics (e.g., API transit, generics distribution) and trade routes to/from Latin America, but lacks major API manufacturing capacity; strikes could disrupt transit corridors and minor export hubs like Venezuela (API production) and Mexico (generics assembly).",2026-05-20T15:20:52Z
2319902,Will the highest temperature in Hong Kong be 33°C or higher on May 23?,0.11,982.520864,893.8508,FALSE,,NO DISRUPTION,"Extreme heat in Hong Kong (33°C+) is unrelated to pharmaceutical supply chain operations, manufacturing, or export controls in key pharma-sourcing nations.",2026-05-21T15:52:20Z
2304666,Will Wadi Degla SC win on 2026-05-21?,0.405,982.3566139999998,46505.9524,FALSE,,NO DISRUPTION,"The event is a sports match (Wadi Degla SC football game) in Egypt, unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-21T15:52:26Z
2303708,Indian Premier League: Lucknow Super Giants vs Punjab Kings,0.44,982.2763,4531.0046,FALSE,,NO DISRUPTION,"The Indian Premier League cricket match between Lucknow Super Giants and Punjab Kings is an entertainment event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-21T14:26:59Z
1697086,Will the Bank of Canada announce no change at the June meeting?,0.9745,9820.436864000016,10601.45061,FALSE,,NO DISRUPTION,"Bank of Canada monetary policy decisions are macroeconomic in nature and do not directly impact pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:21:40Z
1399751,Will Paris Saint-Germain (PSG) score the most goals in 2025-26 UEFA Champions League?,0.997,9818.544981999996,7715.42779,FALSE,,NO DISRUPTION,"The 2025-26 UEFA Champions League is a sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics, with no direct impact on global API/generics supply chains.",2026-05-20T15:21:13Z
1067187,Xi Jinping divorce before 2027?,0.014,98146.93183099988,9387.41767,FALSE,,NO DISRUPTION,"A personal marital announcement by Xi Jinping and Peng Liyuan lacks direct relevance to pharmaceutical manufacturing, trade, or export controls in key pharma-sourcing nations.",2026-05-20T15:21:19Z
1340071,MagicBlock FDV above $300M one day after launch?,0.104,981.424271,4165.54443,FALSE,,NO DISRUPTION,"MagicBlock's governance token launch is unrelated to pharmaceutical supply chain operations, manufacturing, or trade in APIs/generics.",2026-05-20T15:21:24Z
2313926,Guo vs. Costoulas: Match O/U 22.5,5e-4,98.14,64731.29517,FALSE,,NO DISRUPTION,"The tennis match between Hanyu Guo and Sofia Costoulas at Roland Garros is an entertainment event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-21T14:27:10Z
2076827,Will Lando Norris win the 2026 F1 Canadian Grand Prix?,0.155,9812.887539,11422.8852,FALSE,,NO DISRUPTION,"The 2026 F1 Canadian Grand Prix is a sports event unrelated to pharmaceutical manufacturing, sourcing, or logistics in key pharma-producing/exporting nations.",2026-05-21T15:10:19Z
2319941,Will the highest temperature in Madrid be 33°C on May 23?,0.355,98.125283,987.1776,FALSE,,NO DISRUPTION,"Extreme heat in Madrid (33°C) on May 23, 2026, is unrelated to pharmaceutical supply chain operations, manufacturing, or trade in key API/generics-producing nations.",2026-05-21T15:52:32Z
1500563,Will Mayes Middleton win the Texas Republican primary runoff for Attorney General?,0.69,981.2179119999996,48.7135,FALSE,,NO DISRUPTION,"The Texas Republican primary runoff for Attorney General is an internal U.S. political election with no direct implications for global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:34:14Z
1130867,Will Doja Cat have a #1 song on the Billboard Hot 100 in 2026?,0.09,9811.149264,1480.5077000000001,FALSE,,NO DISRUPTION,"Doja Cat's music success is unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics, with no direct or indirect impact on global API/generics supply chains.",2026-05-20T15:21:35Z
837732,Will Leland Olinger II win the 2026 Georgia Governor Republican primary election?,5e-4,9810.4641,7302.65906,FALSE,,NO DISRUPTION,"The 2026 Georgia Governor Republican primary is an internal U.S. political election with no direct implications for global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:21:45Z
1912035,"Will ""you seem pretty sad for a girl so in love"" - Olivia Rodrigo debut week album sales be between 350k and 400k?",0.19,98.095805,228.7754,FALSE,,NO DISRUPTION,"Olivia Rodrigo's album release is an entertainment event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-21T14:27:21Z
2063094,Will Elliot Anderson be included in England's official 2026 World Cup squad list?,0.9395,980.875143,670.2392,FALSE,,NO DISRUPTION,"The 2026 FIFA World Cup in the U.S./Canada/Mexico is a sports event unrelated to pharmaceutical manufacturing, sourcing, or logistics in key pharma-producing/exporting nations.",2026-05-21T15:10:25Z
628942,Will Stephen Cloobeck win the California Governor Election in 2026?,0.0015,980782.7683450005,172485.70519,FALSE,,NO DISRUPTION,"California gubernatorial elections are domestic political events with no direct impact on global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:34:46Z
1972785,Will Shai Gilgeous-Alexander win the 2026 NBA Finals MVP?,0.47,9806.700743999998,9141.797,FALSE,,NO DISRUPTION,"The 2026 NBA Finals MVP award is an entertainment/sports event unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-21T14:30:58Z
629666,Will the Democrats win the Tennessee governor race in 2026?,0.0455,980.625836,3457.35943,FALSE,,NO DISRUPTION,"The 2026 Tennessee gubernatorial election is a domestic U.S. political race with no direct implications for global pharmaceutical manufacturing, sourcing, or export controls.",2026-05-20T15:22:01Z
2097572,Will May 2026 be the 4th or lower hottest on record?,0.0185,98055.387837,7071.46498,FALSE,,NO DISRUPTION,"Climate-related temperature anomalies in May 2026 are unlikely to trigger direct pharmaceutical supply chain disruptions, as extreme heat typically impacts agriculture/food supply rather than API manufacturing or logistics infrastructure.",2026-05-21T14:27:28Z
2316769,"Ethereum Up or Down - May 21, 8:05PM-8:10PM ET",0.505,9.80392,7134.7575,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:27:40Z
2316983,"Ethereum Up or Down - May 21, 8:10PM-8:15PM ET",0.505,9.80392,7166.9413,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:27:45Z
2313470,"XRP Up or Down - May 21, 12:00PM-12:05PM ET",0.505,9.80392,3564.5072,FALSE,,NO DISRUPTION,"XRP price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, logistics, or export controls.",2026-05-20T16:46:45Z
2317011,"Ethereum Up or Down - May 21, 8:20PM-8:25PM ET",0.505,9.80392,7116.3413,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:27:50Z
2321366,"Solana Up or Down - May 22, 9:50AM-9:55AM ET",0.505,9.80392,2457.5897,FALSE,,NO DISRUPTION,"Solana (SOL) price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T14:27:55Z
2317558,"BNB Up or Down - May 21, 10:00PM-10:05PM ET",0.505,9.80392,1420.3083,FALSE,,NO DISRUPTION,"BNB price movements on blockchain data streams (Chainlink BNB/USD) are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:11Z
2321459,"Solana Up or Down - May 22, 10:25AM-10:30AM ET",0.505,9.80392,1303.3751,FALSE,,NO DISRUPTION,"Solana (SOL) price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:10:30Z
2317302,"Ethereum Up or Down - May 21, 9:00PM-9:05PM ET",0.505,9.80392,7118.6945,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:01Z
2317318,"Ethereum Up or Down - May 21, 9:05PM-9:10PM ET",0.505,9.80392,7148.7445,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:06Z
2317998,"BNB Up or Down - May 21, 10:45PM-10:50PM ET",0.505,9.80392,1410.2309,FALSE,,NO DISRUPTION,"BNB price movements on Chainlink are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:24Z
2317457,"BNB Up or Down - May 21, 9:45PM-9:50PM ET",0.505,9.80392,1395.5985,FALSE,,NO DISRUPTION,"BNB price movements on Chainlink are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:29Z
2317597,"BNB Up or Down - May 21, 10:05PM-10:10PM ET",0.505,9.80392,2206.4483,FALSE,,NO DISRUPTION,"BNB price fluctuations on blockchain data streams (Chainlink BNB/USD) are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:19Z
2318340,"BNB Up or Down - May 21, 11:55PM-12:00AM ET",0.505,9.80392,1573.7599,FALSE,,NO DISRUPTION,"BNB price movements on blockchain data streams (Chainlink BNB/USD) are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:35Z
2318208,"Solana Up or Down - May 21, 11:50PM-11:55PM ET",0.5,9.80392,1734.5491,FALSE,,NO DISRUPTION,"Solana price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T14:28:40Z
2313650,"Solana Up or Down - May 21, 12:10PM-12:15PM ET",0.505,9.80392,3620.253,FALSE,,NO DISRUPTION,"Solana (SOL) price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-20T16:47:34Z
2313664,"XRP Up or Down - May 21, 12:15PM-12:20PM ET",0.505,9.80392,3499.501,FALSE,,NO DISRUPTION,"XRP price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, logistics, or export controls.",2026-05-20T16:47:39Z
2314150,"Solana Up or Down - May 21, 1:30PM-1:45PM ET",0.5,9.80392,3642.678,FALSE,,NO DISRUPTION,"Solana price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T14:28:51Z
2313381,"Ethereum Up or Down - May 21, 11:55AM-12:00PM ET",0.505,9.80392,7366.1358,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-20T16:47:16Z
2316991,"Ethereum Up or Down - May 21, 8:15PM-8:20PM ET",0.505,9.80392,7072.4913,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:57Z
2313527,"XRP Up or Down - May 21, 12:05PM-12:10PM ET",0.505,9.80392,3578.3081,FALSE,,NO DISRUPTION,"XRP price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, logistics, or export controls.",2026-05-20T16:47:28Z
2319271,"BNB Up or Down - May 22, 3:50AM-3:55AM ET",0.505,9.80392,1509.4323,FALSE,,NO DISRUPTION,"BNB price movements on Chainlink are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:28:46Z
2315316,"Ethereum Up or Down - May 21, 4:50PM-4:55PM ET",0.505,9.80392,7118.7181,FALSE,,NO DISRUPTION,"Ethereum price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:29:02Z
2320265,"Solana Up or Down - May 22, 6:00AM-6:15AM ET",0.5,9.80392,2634.9715,FALSE,,NO DISRUPTION,"Solana price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T14:29:07Z
2315941,"XRP Up or Down - May 21, 6:00PM-6:15PM ET",0.5,9.80392,1740.7359,FALSE,,NO DISRUPTION,"XRP price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:29:12Z
2313384,"XRP Up or Down - May 21, 11:55AM-12:00PM ET",0.505,9.80392,3614.3072,FALSE,,NO DISRUPTION,"XRP price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, logistics, or export controls.",2026-05-20T16:47:22Z
2321481,"Solana Up or Down - May 22, 10:30AM-10:35AM ET",0.505,9.80392,2495.5071,FALSE,,NO DISRUPTION,"Solana (SOL) price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:10:36Z
2319195,"BNB Up or Down - May 22, 3:40AM-3:45AM ET",0.505,9.80392,1513.4379,FALSE,,NO DISRUPTION,"BNB price movements on Chainlink are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-21T14:29:18Z
2321580,"Solana Up or Down - May 22, 10:55AM-11:00AM ET",0.505,9.80392,1227.2337,FALSE,,NO DISRUPTION,"Solana (SOL) price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T15:13:50Z
2305520,"HYPE Up or Down - May 21, 4PM ET",0.5,9.80392,303.1731,FALSE,,NO DISRUPTION,"HYPE (Hype Health Inc.) is a biotech company focused on fertility treatments and women's health, with no direct involvement in API manufacturing, raw material sourcing, or finished drug logistics in the pharmaceutical supply chain.",2026-05-21T14:29:24Z
2317298,"Hyperliquid Up or Down - May 21, 9:00PM-9:15PM ET",0.5,98.029606,1690.6279,FALSE,,NO DISRUPTION,"Hyperliquid price movements on Chainlink's HYPE/USD data stream are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or logistics.",2026-05-21T14:29:30Z
2315424,"Hyperliquid Up or Down - May 21, 5:30PM-5:45PM ET",0.5,98.029606,1580.4011,FALSE,,NO DISRUPTION,"Hyperliquid's price movement on Chainlink HYPE/USD is unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or logistics.",2026-05-21T14:29:48Z
2314843,"Hyperliquid Up or Down - May 21, 3:15PM-3:30PM ET",0.5,98.029606,1746.3005,FALSE,,NO DISRUPTION,"Hyperliquid's price movement on Chainlink HYPE/USD is unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or logistics.",2026-05-21T14:29:43Z
2315367,"Hyperliquid Up or Down - May 21, 5:00PM-5:15PM ET",0.5,98.029606,1638.7835,FALSE,,NO DISRUPTION,"Hyperliquid price movements on Chainlink's HYPE/USD data stream are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or logistics.",2026-05-21T14:29:54Z
2315991,"Hyperliquid Up or Down - May 21, 6:15PM-6:30PM ET",0.5,98.029606,1659.2525,FALSE,,NO DISRUPTION,"Hyperliquid's price movement on Chainlink HYPE/USD is unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or logistics.",2026-05-21T14:29:59Z
2271947,"Will Airbnb, Inc. (ABNB) hit (HIGH) $140 Week of May 18 2026?",0.025,9800.724054,8263.2515,FALSE,,NO DISRUPTION,"Airbnb's stock price movement is unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-21T14:30:05Z
2303967,"Solana Up or Down - May 21, 1PM ET",0.505,9.8,892.5434,FALSE,,NO DISRUPTION,"Solana (SOL) price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, or trade in APIs/generics.",2026-05-20T15:23:34Z
2304967,"XRP Up or Down - May 21, 3PM ET",0.505,9.8,958.5764,FALSE,,NO DISRUPTION,"XRP/USDT price movements on Binance are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-20T15:23:44Z
2303373,"Ethereum Up or Down - May 21, 12PM ET",0.49,9.8,37571.6636,FALSE,,NO DISRUPTION,"Cryptocurrency price movements (Ethereum) are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-20T15:23:49Z
2303440,"Solana Up or Down - May 21, 12PM ET",0.505,9.8,19556.5384,FALSE,,NO DISRUPTION,"Solana (SOL) price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, or trade in APIs/generics.",2026-05-20T15:23:39Z
2303962,"Ethereum Up or Down - May 21, 1PM ET",0.5,9.8,8084.1396,FALSE,,NO DISRUPTION,"Cryptocurrency price movements (e.g., Ethereum) are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-20T15:23:54Z
2304218,"BNB Up or Down - May 21, 2PM ET",0.5,9.8,445.08,FALSE,,NO DISRUPTION,"BNB/USDT price movements on Binance are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-20T15:24:05Z
2304214,"Solana Up or Down - May 21, 2PM ET",0.5,9.8,924.3484,FALSE,,NO DISRUPTION,"Solana (SOL) price movements are unrelated to pharmaceutical supply chain dynamics, manufacturing, or trade in APIs/generics.",2026-05-20T15:24:10Z
2305089,"BNB Up or Down - May 21, 3PM ET",0.5,9.8,442.358,FALSE,,NO DISRUPTION,"BNB/USDT price movements on Binance are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-20T15:24:25Z
2304880,"Solana Up or Down - May 21, 3PM ET",0.5,9.8,944.4564,FALSE,,NO DISRUPTION,"Solana (SOL) price movements on Binance are unrelated to pharmaceutical supply chain dynamics, manufacturing, raw material sourcing, or export controls.",2026-05-20T15:24:36Z
2303968,"XRP Up or Down - May 21, 1PM ET",0.505,9.8,1016.5434,FALSE,,NO DISRUPTION,"XRP/USDT price movements on Binance are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-20T15:24:42Z
1972391,Will Tyrese Maxey win the 2026 Eastern Conference Finals MVP?,0.003,979.832003,12086.19272,FALSE,,NO DISRUPTION,"The 2026 Eastern Conference Finals MVP award is an NBA sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:24:47Z
2313486,Counter-Strike: AM Gaming vs GenOne (BO3) - BC Game Masters Europe Series #2 Group Stage,0.215,9798.085881000005,13198.0109,FALSE,,NO DISRUPTION,"The Counter-Strike match between AM Gaming and GenOne is an esports event unrelated to pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-21T15:52:37Z
1744225,Will the Bank of Mexico announce no change at the June meeting?,0.969,9795.624761999998,1615.10973,FALSE,,NO DISRUPTION,"Bank of Mexico's monetary policy decisions are macroeconomic in nature and do not directly impact pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T15:35:39Z
2309388,Will the highest temperature in Taipei be 34°C on May 22?,0.2,979.412838,1059.72902,FALSE,,NO DISRUPTION,"Taipei's weather conditions (e.g., heatwaves) are unrelated to pharmaceutical supply chain disruptions in key manufacturing/export nations.",2026-05-21T15:52:43Z
2169003,"Will Italy send warships through the Strait of Hormuz by May 31, 2026?",0.009,97924.32226199996,21078.22111,FALSE,,NO DISRUPTION,"Italy’s warship transit through the Strait of Hormuz would primarily involve military operations unrelated to pharmaceutical supply chains, manufacturing, or trade flows.",2026-05-21T14:30:17Z
1494622,Will G2 Esports qualify to MSI 2026?,0.885,9790.837409,48.232,FALSE,,NO DISRUPTION,"MSI 2026 is a competitive esports tournament unrelated to pharmaceutical manufacturing, sourcing, or logistics.",2026-05-20T15:25:13Z
2271924,Will Opendoor Technologies Inc. (OPEN) hit (LOW) $4.00 Week of May 18 2026?,0.055,979.052726,3414.06,FALSE,,NO DISRUPTION,"Opendoor Technologies Inc. (OPEN) operates in the real estate tech sector, with no direct or indirect involvement in pharmaceutical manufacturing, raw material sourcing, or logistics.",2026-05-20T16:47:57Z
2037287,Will Dansby Swanson lead the MLB in runs for the 2026 regular season?,0.033,97.89,2476.25226,FALSE,,NO DISRUPTION,"The 2026 MLB regular season run-scoring leader market is unrelated to pharmaceutical supply chains, manufacturing, sourcing, or export controls.",2026-05-20T15:25:24Z
2132802,"Will Ethereum dip to $1,400 in May?",0.0065,97864.7202629999,73703.65909,FALSE,,NO DISRUPTION,"Ethereum price fluctuations are unrelated to pharmaceutical supply chain dynamics, manufacturing, sourcing, or export controls.",2026-05-20T15:28:11Z
1436463,Will the 2026 trade deficit be between 900B and 1T?,0.37,978.58416,5116.2241,TRUE,China; India; Germany; Ireland; USA; Italy; France; Belgium; Japan; South Korea; Singapore; UK; Netherlands; Israel; Canada; Australia,SMALL DISRUPTION,"A 2026 US trade deficit in the range of $900B–$1T would likely reflect broader macroeconomic pressures (e.g., geopolitical tensions, currency fluctuations, or global demand shifts) rather than targeted pharmaceutical supply chain disruptions, though secondary effects (e.g., delayed customs clearance or minor trade friction) could marginally impact logistics for API/generics exports from key pharma",2026-05-20T15:25:44Z
2244953,Arc FDV above $5B one day after launch?,0.42,97.8481,267.1,FALSE,,NO DISRUPTION,"Arc's governance token launch is unrelated to pharmaceutical supply chain operations, manufacturing, or trade in APIs/generics.",2026-05-20T15:25:49Z
1066080,Will Cameron Boozer be the first pick in the 2026 NBA draft?,0.031,9784.499461999994,7461.9271,FALSE,,NO DISRUPTION,"The 2026 NBA draft selection of Cameron Boozer is an entertainment/sports event unrelated to pharmaceutical manufacturing, raw material sourcing, or global trade logistics.",2026-05-21T14:30:41Z
